candidate,office,district,party,county,precinct,votes
,Registered Voters Total,,,Polk,102,954
,Registered Voters,,NonPartisan,Polk,102,276
,Registered Voters,,DEM,Polk,102,278
,Registered Voters,,IND,Polk,102,36
,Registered Voters,,REP,Polk,102,364
,Ballots Cast - Total,,,Polk,102,355
,Ballots Cast ,,NonPartisan,Polk,102,41
,Ballots Cast ,,DEM,Polk,102,131
,Ballots Cast ,,IND,Polk,102,10
,Ballots Cast ,,REP,Polk,102,173
Peter Wright,U.S. House,5,DEM,Polk,102,28
Kurt Schrader,U.S. House,5,DEM,Polk,102,94
Write In ,U.S. House,5,DEM,Polk,102,0
Over Votes,U.S. House,5,DEM,Polk,102,0
Under votes,U.S. House,5,DEM,Polk,102,9
Ed Jones,Governor,,DEM,Polk,102,25
Kate Brown,Governor,,DEM,Polk,102,84
Candace Neville,Governor,,DEM,Polk,102,12
Write-Ins,Governor,,DEM,Polk,102,1
Over votes,Governor,,DEM,Polk,102,0
Under votes,Governor,,DEM,Polk,102,9
Deb Patterson,State Senate,10,DEM,Polk,102,
Timothy John Graham,State Senate,10,DEM,Polk,102,
Write In,State Senate,10,DEM,Polk,102,
Over votes,State Senate,10,DEM,Polk,102,
Under votes,State Senate,10,DEM,Polk,102,
David Gomberg,State Representative,10,DEM,Polk,102,
Write In,State Representative,10,DEM,Polk,102,
Over votes,State Representative,10,DEM,Polk,102,
Under votes,State Representative,10,DEM,Polk,102,
Paul Evans,State Representative,20,DEM,Polk,102,
Write In,State Representative,20,DEM,Polk,102,
Over votes,State Representative,20,DEM,Polk,102,
Under votes,State Representative,20,DEM,Polk,102,
Danny Jaffer,State Representative,23,DEM,Polk,102,96
Write In,State Representative,23,DEM,Polk,102,1
Over votes,State Representative,23,DEM,Polk,102,0
Under votes,State Representative,23,DEM,Polk,102,34
Write In,U.S. House,5,IND,Polk,102,1
Over votes,U.S. House,5,IND,Polk,102,0
Under votes,U.S. House,5,IND,Polk,102,9
Dan (Mr. P) Pistoresi ,Governor,,IND,Polk,102,0
Skye J Allen,Governor,,IND,Polk,102,2
Patrick Starnes,Governor,,IND,Polk,102,0
Write In,Governor,,IND,Polk,102,5
Over votes,Governor,,IND,Polk,102,0
Under votes,Governor,,IND,Polk,102,3
Write In,State Senate,10,IND,Polk,102,
Over votes,State Senate,10,IND,Polk,102,
Under votes,State Senate,10,IND,Polk,102,
Write In,State Representative,10,IND,Polk,102,
Over votes,State Representative,10,IND,Polk,102,
Under votes,State Representative,10,IND,Polk,102,
Write In,State Representative,20,IND,Polk,102,
Over votes,State Representative,20,IND,Polk,102,
Under votes,State Representative,20,IND,Polk,102,
Write In,State Representative,23,IND,Polk,102,1
Over votes,State Representative,23,IND,Polk,102,0
Under votes,State Representative,23,IND,Polk,102,9
Robert L Reynolds,U.S. House,5,REP,Polk,102,35
Mark Callahan,U.S. House,5,REP,Polk,102,65
Joey Nations,U.S. House,5,REP,Polk,102,32
Write In,U.S. House,5,REP,Polk,102,5
Over votes,U.S. House,5,REP,Polk,102,2
Under votes,U.S. House,5,REP,Polk,102,34
Knute Buehler,Governor,,REP,Polk,102,65
Keenen W Bohach,Governor,,REP,Polk,102,0
Greg C Wooldridge,Governor,,REP,Polk,102,40
Jonathan I Edwards III,Governor,,REP,Polk,102,0
David W Stauffer,Governor,,REP,Polk,102,2
Jeff Smith,Governor,,REP,Polk,102,8
Jack W Tacy ,Governor,,REP,Polk,102,0
Brett Hyland,Governor,,REP,Polk,102,0
Bruce Cuff,Governor,,REP,Polk,102,4
Sam Carpenter,Governor,,REP,Polk,102,46
Write In,Governor,,REP,Polk,102,0
Over votes,Governor,,REP,Polk,102,0
Under votes,Governor,,REP,Polk,102,8
Jackie Winters,State Senate,10,REP,Polk,102,
Write Ins,State Senate,10,REP,Polk,102,
Over Votes,State Senate,10,REP,Polk,102,
Under votes,State Senate,10,REP,Polk,102,
Thomas M Donohue,State Representative,10,REP,Polk,102,
Write Ins,State Representative,10,REP,Polk,102,
Over votes,State Representative,10,REP,Polk,102,
Under votes,State Representative,10,REP,Polk,102,
Selma Pierce,State Representative,20,REP,Polk,102,
Kevin S Chambers,State Representative,20,REP,Polk,102,
Write Ins,State Representative,20,REP,Polk,102,
Over votes,State Representative,20,REP,Polk,102,
Under votes,State Representative,20,REP,Polk,102,
Kris Morse Bledsoe,State Representative,23,REP,Polk,102,52
Mike Nearman,State Representative,23,REP,Polk,102,113
Write Ins,State Representative,23,REP,Polk,102,0
Over votes,State Representative,23,REP,Polk,102,0
Under votes,State Representative,23,REP,Polk,102,8
Lou Ogden,Commissioner of the Bureau of Labor and Industry,,NonPartisan,Polk,102,133
Val Hoyle,Commissioner of the Bureau of Labor and Industry,,NonPartisan,Polk,102,107
Jack Howard,Commissioner of the Bureau of Labor and Industry,,NonPartisan,Polk,102,51
Write In,Commissioner of the Bureau of Labor and Industry,,NonPartisan,Polk,102,0
Over votes,Commissioner of the Bureau of Labor and Industry,,NonPartisan,Polk,102,0
Under votes,Commissioner of the Bureau of Labor and Industry,,NonPartisan,Polk,102,64
,Registered Voters Total,,,Polk,106,1938
,Registered Voters,,NonPartisan,Polk,106,677
,Registered Voters,,DEM,Polk,106,458
,Registered Voters,,IND,Polk,106,78
,Registered Voters,,REP,Polk,106,725
,Ballots Cast - Total,,,Polk,106,621
,Ballots Cast ,,NonPartisan,Polk,106,67
,Ballots Cast ,,DEM,Polk,106,206
,Ballots Cast ,,IND,Polk,106,16
,Ballots Cast ,,REP,Polk,106,332
Peter Wright,U.S. House,5,DEM,Polk,106,28
Kurt Schrader,U.S. House,5,DEM,Polk,106,161
Write In ,U.S. House,5,DEM,Polk,106,1
Over Votes,U.S. House,5,DEM,Polk,106,0
Under votes,U.S. House,5,DEM,Polk,106,16
Ed Jones,Governor,,DEM,Polk,106,32
Kate Brown,Governor,,DEM,Polk,106,142
Candace Neville,Governor,,DEM,Polk,106,20
Write-Ins,Governor,,DEM,Polk,106,2
Over votes,Governor,,DEM,Polk,106,0
Under votes,Governor,,DEM,Polk,106,10
