county,precinct,office,district,candidate,votes
Wheeler,Fossil #1,President,,Barack Obama,150
Wheeler,Mitchell #3,President,,Barack Obama,73
Wheeler,Spray #4,President,,Barack Obama,43
Wheeler,Fossil #1,President,,Jill Stein,3
Wheeler,Mitchell #3,President,,Jill Stein,0
Wheeler,Spray #4,President,,Jill Stein,4
Wheeler,Fossil #1,President,,Ross C (Rocky) Anderson,0
Wheeler,Mitchell #3,President,,Ross C (Rocky) Anderson,0
Wheeler,Spray #4,President,,Ross C (Rocky) Anderson,3
Wheeler,Fossil #1,President,,Gary Johnson,7
Wheeler,Mitchell #3,President,,Gary Johnson,9
Wheeler,Spray #4,President,,Gary Johnson,6
Wheeler,Fossil #1,President,,Mitt Romney,233
Wheeler,Mitchell #3,President,,Mitt Romney,145
Wheeler,Spray #4,President,,Mitt Romney,167
Wheeler,Fossil #1,President,,Will Christensen,2
Wheeler,Mitchell #3,President,,Will Christensen,2
Wheeler,Spray #4,President,,Will Christensen,1
Wheeler,Fossil #1,President,,Write Ins,5
Wheeler,Mitchell #3,President,,Write Ins,3
Wheeler,Spray #4,President,,Write Ins,2
Wheeler,Fossil #1,President,,Overvotes,0
Wheeler,Mitchell #3,President,,Overvotes,0
Wheeler,Spray #4,President,,Overvotes,0
Wheeler,Fossil #1,President,,Undervotes,9
Wheeler,Mitchell #3,President,,Undervotes,4
Wheeler,Spray #4,President,,Undervotes,7
Wheeler,Fossil #1,U.S. House,2,Joyce B Segers,76
Wheeler,Mitchell #3,U.S. House,2,Joyce B Segers,37
Wheeler,Spray #4,U.S. House,2,Joyce B Segers,33
Wheeler,Fossil #1,U.S. House,2,Greg Walden,303
Wheeler,Mitchell #3,U.S. House,2,Greg Walden,175
Wheeler,Spray #4,U.S. House,2,Greg Walden,181
Wheeler,Fossil #1,U.S. House,2,Joe Tabor,13
Wheeler,Mitchell #3,U.S. House,2,Joe Tabor,10
Wheeler,Spray #4,U.S. House,2,Joe Tabor,7
Wheeler,Fossil #1,U.S. House,2,Write Ins,0
Wheeler,Mitchell #3,U.S. House,2,Write Ins,0
Wheeler,Spray #4,U.S. House,2,Write Ins,0
Wheeler,Fossil #1,U.S. House,2,Overvotes,0
Wheeler,Mitchell #3,U.S. House,2,Overvotes,0
Wheeler,Spray #4,U.S. House,2,Overvotes,0
Wheeler,Fossil #1,U.S. House,2,Undervotes,17
Wheeler,Mitchell #3,U.S. House,2,Undervotes,14
Wheeler,Spray #4,U.S. House,2,Undervotes,12
Wheeler,Fossil #1,Secretary of State,,Seth Woolley,6
Wheeler,Mitchell #3,Secretary of State,,Seth Woolley,4
Wheeler,Spray #4,Secretary of State,,Seth Woolley,4
Wheeler,Fossil #1,Secretary of State,,Robert Wolfe,4
Wheeler,Mitchell #3,Secretary of State,,Robert Wolfe,2
Wheeler,Spray #4,Secretary of State,,Robert Wolfe,4
Wheeler,Fossil #1,Secretary of State,,Bruce Alexander Knight,7
Wheeler,Mitchell #3,Secretary of State,,Bruce Alexander Knight,7
Wheeler,Spray #4,Secretary of State,,Bruce Alexander Knight,5
Wheeler,Fossil #1,Secretary of State,,Kate Brown,151
Wheeler,Mitchell #3,Secretary of State,,Kate Brown,77
Wheeler,Spray #4,Secretary of State,,Kate Brown,45
Wheeler,Fossil #1,Secretary of State,,Knute Buehler,204
Wheeler,Mitchell #3,Secretary of State,,Knute Buehler,134
Wheeler,Spray #4,Secretary of State,,Knute Buehler,157
Wheeler,Fossil #1,Secretary of State,,Write Ins,0
Wheeler,Mitchell #3,Secretary of State,,Write Ins,0
Wheeler,Spray #4,Secretary of State,,Write Ins,2
Wheeler,Fossil #1,Secretary of State,,Overvotes,0
Wheeler,Mitchell #3,Secretary of State,,Overvotes,0
Wheeler,Spray #4,Secretary of State,,Overvotes,0
Wheeler,Fossil #1,Secretary of State,,Undervotes,37
Wheeler,Mitchell #3,Secretary of State,,Undervotes,12
Wheeler,Spray #4,Secretary of State,,Undervotes,16
Wheeler,Fossil #1,State Treasurer,,Ted Wheeler,203
Wheeler,Mitchell #3,State Treasurer,,Ted Wheeler,88
Wheeler,Spray #4,State Treasurer,,Ted Wheeler,67
Wheeler,Fossil #1,State Treasurer,,Cameron Whitten,1
Wheeler,Mitchell #3,State Treasurer,,Cameron Whitten,5
Wheeler,Spray #4,State Treasurer,,Cameron Whitten,6
Wheeler,Fossil #1,State Treasurer,,John F Mahler,12
Wheeler,Mitchell #3,State Treasurer,,John F Mahler,3
Wheeler,Spray #4,State Treasurer,,John F Mahler,7
Wheeler,Fossil #1,State Treasurer,,Michael Paul Marsh,9
Wheeler,Mitchell #3,State Treasurer,,Michael Paul Marsh,3
Wheeler,Spray #4,State Treasurer,,Michael Paul Marsh,3
Wheeler,Fossil #1,State Treasurer,,Tom Cox,140
Wheeler,Mitchell #3,State Treasurer,,Tom Cox,115
Wheeler,Spray #4,State Treasurer,,Tom Cox,129
Wheeler,Fossil #1,State Treasurer,,Write Ins,0
Wheeler,Mitchell #3,State Treasurer,,Write Ins,0
Wheeler,Spray #4,State Treasurer,,Write Ins,0
Wheeler,Fossil #1,State Treasurer,,Overvotes,0
Wheeler,Mitchell #3,State Treasurer,,Overvotes,0
Wheeler,Spray #4,State Treasurer,,Overvotes,0
Wheeler,Fossil #1,State Treasurer,,Undervotes,44
Wheeler,Mitchell #3,State Treasurer,,Undervotes,22
Wheeler,Spray #4,State Treasurer,,Undervotes,21
Wheeler,Fossil #1,Attorney General,,Chris Henry,9
Wheeler,Mitchell #3,Attorney General,,Chris Henry,7
Wheeler,Spray #4,Attorney General,,Chris Henry,2
Wheeler,Fossil #1,Attorney General,,James L Buchal,173
Wheeler,Mitchell #3,Attorney General,,James L Buchal,120
Wheeler,Spray #4,Attorney General,,James L Buchal,141
Wheeler,Fossil #1,Attorney General,,James E Leuenberger,20
Wheeler,Mitchell #3,Attorney General,,James E Leuenberger,8
Wheeler,Spray #4,Attorney General,,James E Leuenberger,13
Wheeler,Fossil #1,Attorney General,,Ellen Rosenblum,155
Wheeler,Mitchell #3,Attorney General,,Ellen Rosenblum,74
Wheeler,Spray #4,Attorney General,,Ellen Rosenblum,54
Wheeler,Fossil #1,Attorney General,,Write Ins,0
Wheeler,Mitchell #3,Attorney General,,Write Ins,0
Wheeler,Spray #4,Attorney General,,Write Ins,0
Wheeler,Fossil #1,Attorney General,,Overvotes,0
Wheeler,Mitchell #3,Attorney General,,Overvotes,1
Wheeler,Spray #4,Attorney General,,Overvotes,0
Wheeler,Fossil #1,Attorney General,,Undervotes,52
Wheeler,Mitchell #3,Attorney General,,Undervotes,26
Wheeler,Spray #4,Attorney General,,Undervotes,23
Wheeler,Fossil #1,State Senate,30,Ted Ferrioli,305
Wheeler,Mitchell #3,State Senate,30,Ted Ferrioli,182
Wheeler,Spray #4,State Senate,30,Ted Ferrioli,172
Wheeler,Fossil #1,State Senate,30,Write Ins,5
Wheeler,Mitchell #3,State Senate,30,Write Ins,1
Wheeler,Spray #4,State Senate,30,Write Ins,0
Wheeler,Fossil #1,State Senate,30,Overvotes,0
Wheeler,Mitchell #3,State Senate,30,Overvotes,0
Wheeler,Spray #4,State Senate,30,Overvotes,0
Wheeler,Fossil #1,State Senate,30,Undervotes,99
Wheeler,Mitchell #3,State Senate,30,Undervotes,53
Wheeler,Spray #4,State Senate,30,Undervotes,61
Wheeler,Fossil #1,State House,59,Gary L Ollerenshaw,104
Wheeler,Mitchell #3,State House,59,Gary L Ollerenshaw,51
Wheeler,Spray #4,State House,59,Gary L Ollerenshaw,38
Wheeler,Fossil #1,State House,59,John E Huffman,259
Wheeler,Mitchell #3,State House,59,John E Huffman,155
Wheeler,Spray #4,State House,59,John E Huffman,173
Wheeler,Fossil #1,State House,59,Write Ins,0
Wheeler,Mitchell #3,State House,59,Write Ins,1
Wheeler,Spray #4,State House,59,Write Ins,0
Wheeler,Fossil #1,State House,59,Overvotes,0
Wheeler,Mitchell #3,State House,59,Overvotes,0
Wheeler,Spray #4,State House,59,Overvotes,0
Wheeler,Fossil #1,State House,59,Undervotes,46
Wheeler,Mitchell #3,State House,59,Undervotes,29
Wheeler,Spray #4,State House,59,Undervotes,22
