"county","precinct","office","party","district","candidate","votes"
"Washington","301 RURAL NW COUNTY","President","D",,"Lyndon H. Larouche, Jr.",15
"Washington","302 KINNAMAN","President","D",,"Lyndon H. Larouche, Jr.",10
"Washington","303 WITCH HAZEL","President","D",,"Lyndon H. Larouche, Jr.",1
"Washington","304 BUTTERNUT","President","D",,"Lyndon H. Larouche, Jr.",2
"Washington","305 BANKS","President","D",,"Lyndon H. Larouche, Jr.",4
"Washington","306 TANASBOURNE","President","D",,"Lyndon H. Larouche, Jr.",0
"Washington","307 WILLOW CREEK","President","D",,"Lyndon H. Larouche, Jr.",4
"Washington","308 BLOOMING FERN HILL","President","D",,"Lyndon H. Larouche, Jr.",1
"Washington","309 HAWTHORNE FARMS","President","D",,"Lyndon H. Larouche, Jr.",6
"Washington","310 DILLEY","President","D",,"Lyndon H. Larouche, Jr.",11
"Washington","311 LAURELWOOD","President","D",,"Lyndon H. Larouche, Jr.",1
"Washington","312 HAGG LAKE","President","D",,"Lyndon H. Larouche, Jr.",3
"Washington","313 HILLSBORO-UNINCORP","President","D",,"Lyndon H. Larouche, Jr.",0
"Washington","314 GLENCOE","President","D",,"Lyndon H. Larouche, Jr.",0
"Washington","315 HELVETIA","President","D",,"Lyndon H. Larouche, Jr.",1
"Washington","316 PUMPKIN RIDGE","President","D",,"Lyndon H. Larouche, Jr.",10
"Washington","317 VERBOORT","President","D",,"Lyndon H. Larouche, Jr.",3
"Washington","318 MINTER BRIDGE","President","D",,"Lyndon H. Larouche, Jr.",8
"Washington","319 QUATAMA STREET","President","D",,"Lyndon H. Larouche, Jr.",3
"Washington","320 HAZELDALE","President","D",,"Lyndon H. Larouche, Jr.",7
"Washington","321 GASTON","President","D",,"Lyndon H. Larouche, Jr.",3
"Washington","322 JACKTOWN","President","D",,"Lyndon H. Larouche, Jr.",2
"Washington","323 INDIAN HILLS","President","D",,"Lyndon H. Larouche, Jr.",10
"Washington","324 CHERRY GROVE","President","D",,"Lyndon H. Larouche, Jr.",3
"Washington","325 HILLSBORO-ISLANDS","President","D",,"Lyndon H. Larouche, Jr.",0
"Washington","326 RURAL BANKS","President","D",,"Lyndon H. Larouche, Jr.",11
"Washington","327 BROWN MIDDLE SCHOOL","President","D",,"Lyndon H. Larouche, Jr.",3
"Washington","328 FARMINGTON VIEW","President","D",,"Lyndon H. Larouche, Jr.",5
"Washington","329 CENTURY SCHOOL","President","D",,"Lyndon H. Larouche, Jr.",9
"Washington","330 NORTH PLAINS","President","D",,"Lyndon H. Larouche, Jr.",5
"Washington","331 PORTLAND/BARNES","President","D",,"Lyndon H. Larouche, Jr.",0
"Washington","332 ORENCO STATION","President","D",,"Lyndon H. Larouche, Jr.",2
"Washington","333 JOHN OLSEN","President","D",,"Lyndon H. Larouche, Jr.",5
"Washington","334 DIXIE MOUNTAIN","President","D",,"Lyndon H. Larouche, Jr.",1
"Washington","335 JACKSON SCHOOL","President","D",,"Lyndon H. Larouche, Jr.",9
"Washington","336 FAIR GROUNDS","President","D",,"Lyndon H. Larouche, Jr.",6
"Washington","337 WALNUT ST","President","D",,"Lyndon H. Larouche, Jr.",15
"Washington","338 CORNELIUS","President","D",,"Lyndon H. Larouche, Jr.",16
"Washington","339 FOREST GROVE-EAST","President","D",,"Lyndon H. Larouche, Jr.",12
