county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Clatsop,1,U.S. House,1,Bob Ekstrom,CON,15,,,,,,
Clatsop,2,U.S. House,1,Bob Ekstrom,CON,16,,,,,,
Clatsop,3,U.S. House,1,Bob Ekstrom,CON,20,,,,,,
Clatsop,4,U.S. House,1,Bob Ekstrom,CON,8,,,,,,
Clatsop,5,U.S. House,1,Bob Ekstrom,CON,23,,,,,,
Clatsop,6,U.S. House,1,Bob Ekstrom,CON,5,,,,,,
Clatsop,7,U.S. House,1,Bob Ekstrom,CON,7,,,,,,
Clatsop,8,U.S. House,1,Bob Ekstrom,CON,7,,,,,,
Clatsop,20,U.S. House,1,Bob Ekstrom,CON,13,,,,,,
Clatsop,21,U.S. House,1,Bob Ekstrom,CON,19,,,,,,
Clatsop,22,U.S. House,1,Bob Ekstrom,CON,16,,,,,,
Clatsop,23,U.S. House,1,Bob Ekstrom,CON,29,,,,,,
Clatsop,24,U.S. House,1,Bob Ekstrom,CON,1,,,,,,
Clatsop,25,U.S. House,1,Bob Ekstrom,CON,21,,,,,,
Clatsop,26,U.S. House,1,Bob Ekstrom,CON,8,,,,,,
Clatsop,28,U.S. House,1,Bob Ekstrom,CON,16,,,,,,
Clatsop,29,U.S. House,1,Bob Ekstrom,CON,14,,,,,,
Clatsop,30,U.S. House,1,Bob Ekstrom,CON,31,,,,,,
Clatsop,31,U.S. House,1,Bob Ekstrom,CON,21,,,,,,
Clatsop,35,U.S. House,1,Bob Ekstrom,CON,6,,,,,,
Clatsop,36,U.S. House,1,Bob Ekstrom,CON,16,,,,,,
Clatsop,37,U.S. House,1,Bob Ekstrom,CON,23,,,,,,
Clatsop,38,U.S. House,1,Bob Ekstrom,CON,22,,,,,,
Clatsop,39,U.S. House,1,Bob Ekstrom,CON,18,,,,,,
Clatsop,40,U.S. House,1,Bob Ekstrom,CON,15,,,,,,
Clatsop,43,U.S. House,1,Bob Ekstrom,CON,4,,,,,,
Clatsop,44,U.S. House,1,Bob Ekstrom,CON,28,,,,,,
Clatsop,45,U.S. House,1,Bob Ekstrom,CON,3,,,,,,
Clatsop,46,U.S. House,1,Bob Ekstrom,CON,3,,,,,,
Clatsop,47,U.S. House,1,Bob Ekstrom,CON,59,,,,,,
Clatsop,48,U.S. House,1,Bob Ekstrom,CON,28,,,,,,
Clatsop,50,U.S. House,1,Bob Ekstrom,CON,14,,,,,,
Clatsop,52,U.S. House,1,Bob Ekstrom,CON,11,,,,,,
Clatsop,1,U.S. House,1,Delinda Morgan,REP,129,,,,,,
Clatsop,2,U.S. House,1,Delinda Morgan,REP,121,,,,,,
Clatsop,3,U.S. House,1,Delinda Morgan,REP,167,,,,,,
Clatsop,4,U.S. House,1,Delinda Morgan,REP,118,,,,,,
Clatsop,5,U.S. House,1,Delinda Morgan,REP,163,,,,,,
Clatsop,6,U.S. House,1,Delinda Morgan,REP,83,,,,,,
Clatsop,7,U.S. House,1,Delinda Morgan,REP,135,,,,,,
Clatsop,8,U.S. House,1,Delinda Morgan,REP,99,,,,,,
Clatsop,20,U.S. House,1,Delinda Morgan,REP,235,,,,,,
Clatsop,21,U.S. House,1,Delinda Morgan,REP,207,,,,,,
Clatsop,22,U.S. House,1,Delinda Morgan,REP,215,,,,,,
Clatsop,23,U.S. House,1,Delinda Morgan,REP,383,,,,,,
Clatsop,24,U.S. House,1,Delinda Morgan,REP,55,,,,,,
Clatsop,25,U.S. House,1,Delinda Morgan,REP,216,,,,,,
Clatsop,26,U.S. House,1,Delinda Morgan,REP,42,,,,,,
Clatsop,28,U.S. House,1,Delinda Morgan,REP,104,,,,,,
Clatsop,29,U.S. House,1,Delinda Morgan,REP,104,,,,,,
Clatsop,30,U.S. House,1,Delinda Morgan,REP,240,,,,,,
Clatsop,31,U.S. House,1,Delinda Morgan,REP,230,,,,,,
Clatsop,35,U.S. House,1,Delinda Morgan,REP,79,,,,,,
Clatsop,36,U.S. House,1,Delinda Morgan,REP,117,,,,,,
Clatsop,37,U.S. House,1,Delinda Morgan,REP,221,,,,,,
Clatsop,38,U.S. House,1,Delinda Morgan,REP,169,,,,,,
Clatsop,39,U.S. House,1,Delinda Morgan,REP,155,,,,,,
Clatsop,40,U.S. House,1,Delinda Morgan,REP,208,,,,,,
Clatsop,43,U.S. House,1,Delinda Morgan,REP,53,,,,,,
Clatsop,44,U.S. House,1,Delinda Morgan,REP,143,,,,,,
Clatsop,45,U.S. House,1,Delinda Morgan,REP,47,,,,,,
Clatsop,46,U.S. House,1,Delinda Morgan,REP,119,,,,,,
Clatsop,47,U.S. House,1,Delinda Morgan,REP,621,,,,,,
Clatsop,48,U.S. House,1,Delinda Morgan,REP,198,,,,,,
Clatsop,50,U.S. House,1,Delinda Morgan,REP,96,,,,,,
Clatsop,52,U.S. House,1,Delinda Morgan,REP,102,,,,,,
Clatsop,1,U.S. House,1,Suzanne Bonamici,DEM,270,,,,,,
Clatsop,2,U.S. House,1,Suzanne Bonamici,DEM,461,,,,,,
Clatsop,3,U.S. House,1,Suzanne Bonamici,DEM,461,,,,,,
Clatsop,4,U.S. House,1,Suzanne Bonamici,DEM,273,,,,,,
Clatsop,5,U.S. House,1,Suzanne Bonamici,DEM,498,,,,,,
Clatsop,6,U.S. House,1,Suzanne Bonamici,DEM,288,,,,,,
Clatsop,7,U.S. House,1,Suzanne Bonamici,DEM,490,,,,,,
Clatsop,8,U.S. House,1,Suzanne Bonamici,DEM,241,,,,,,
Clatsop,20,U.S. House,1,Suzanne Bonamici,DEM,535,,,,,,
Clatsop,21,U.S. House,1,Suzanne Bonamici,DEM,270,,,,,,
Clatsop,22,U.S. House,1,Suzanne Bonamici,DEM,301,,,,,,
Clatsop,23,U.S. House,1,Suzanne Bonamici,DEM,467,,,,,,
Clatsop,24,U.S. House,1,Suzanne Bonamici,DEM,90,,,,,,
Clatsop,25,U.S. House,1,Suzanne Bonamici,DEM,477,,,,,,
Clatsop,26,U.S. House,1,Suzanne Bonamici,DEM,123,,,,,,
Clatsop,28,U.S. House,1,Suzanne Bonamici,DEM,139,,,,,,
Clatsop,29,U.S. House,1,Suzanne Bonamici,DEM,181,,,,,,
Clatsop,30,U.S. House,1,Suzanne Bonamici,DEM,508,,,,,,
Clatsop,31,U.S. House,1,Suzanne Bonamici,DEM,303,,,,,,
Clatsop,35,U.S. House,1,Suzanne Bonamici,DEM,113,,,,,,
Clatsop,36,U.S. House,1,Suzanne Bonamici,DEM,168,,,,,,
Clatsop,37,U.S. House,1,Suzanne Bonamici,DEM,376,,,,,,
Clatsop,38,U.S. House,1,Suzanne Bonamici,DEM,357,,,,,,
Clatsop,39,U.S. House,1,Suzanne Bonamici,DEM,384,,,,,,
Clatsop,40,U.S. House,1,Suzanne Bonamici,DEM,342,,,,,,
Clatsop,43,U.S. House,1,Suzanne Bonamici,DEM,70,,,,,,
Clatsop,44,U.S. House,1,Suzanne Bonamici,DEM,276,,,,,,
Clatsop,45,U.S. House,1,Suzanne Bonamici,DEM,100,,,,,,
Clatsop,46,U.S. House,1,Suzanne Bonamici,DEM,185,,,,,,
Clatsop,47,U.S. House,1,Suzanne Bonamici,DEM,876,,,,,,
Clatsop,48,U.S. House,1,Suzanne Bonamici,DEM,276,,,,,,
Clatsop,50,U.S. House,1,Suzanne Bonamici,DEM,169,,,,,,
Clatsop,52,U.S. House,1,Suzanne Bonamici,DEM,201,,,,,,
Clatsop,1,U.S. House,1,Steve Reynolds,PRO,16,,,,,,
Clatsop,2,U.S. House,1,Steve Reynolds,PRO,20,,,,,,
Clatsop,3,U.S. House,1,Steve Reynolds,PRO,29,,,,,,
Clatsop,4,U.S. House,1,Steve Reynolds,PRO,17,,,,,,
Clatsop,5,U.S. House,1,Steve Reynolds,PRO,29,,,,,,
Clatsop,6,U.S. House,1,Steve Reynolds,PRO,19,,,,,,
Clatsop,7,U.S. House,1,Steve Reynolds,PRO,25,,,,,,
Clatsop,8,U.S. House,1,Steve Reynolds,PRO,19,,,,,,
Clatsop,20,U.S. House,1,Steve Reynolds,PRO,31,,,,,,
Clatsop,21,U.S. House,1,Steve Reynolds,PRO,11,,,,,,
Clatsop,22,U.S. House,1,Steve Reynolds,PRO,17,,,,,,
Clatsop,23,U.S. House,1,Steve Reynolds,PRO,28,,,,,,
Clatsop,24,U.S. House,1,Steve Reynolds,PRO,6,,,,,,
Clatsop,25,U.S. House,1,Steve Reynolds,PRO,26,,,,,,
Clatsop,26,U.S. House,1,Steve Reynolds,PRO,9,,,,,,
Clatsop,28,U.S. House,1,Steve Reynolds,PRO,14,,,,,,
Clatsop,29,U.S. House,1,Steve Reynolds,PRO,16,,,,,,
Clatsop,30,U.S. House,1,Steve Reynolds,PRO,12,,,,,,
Clatsop,31,U.S. House,1,Steve Reynolds,PRO,10,,,,,,
Clatsop,35,U.S. House,1,Steve Reynolds,PRO,10,,,,,,
Clatsop,36,U.S. House,1,Steve Reynolds,PRO,12,,,,,,
Clatsop,37,U.S. House,1,Steve Reynolds,PRO,26,,,,,,
Clatsop,38,U.S. House,1,Steve Reynolds,PRO,21,,,,,,
Clatsop,39,U.S. House,1,Steve Reynolds,PRO,24,,,,,,
Clatsop,40,U.S. House,1,Steve Reynolds,PRO,23,,,,,,
Clatsop,43,U.S. House,1,Steve Reynolds,PRO,6,,,,,,
Clatsop,44,U.S. House,1,Steve Reynolds,PRO,17,,,,,,
Clatsop,45,U.S. House,1,Steve Reynolds,PRO,7,,,,,,
Clatsop,46,U.S. House,1,Steve Reynolds,PRO,19,,,,,,
Clatsop,47,U.S. House,1,Steve Reynolds,PRO,45,,,,,,
Clatsop,48,U.S. House,1,Steve Reynolds,PRO,17,,,,,,
Clatsop,50,U.S. House,1,Steve Reynolds,PRO,6,,,,,,
Clatsop,52,U.S. House,1,Steve Reynolds,PRO,8,,,,,,
Clatsop,1,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,2,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,3,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,4,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,5,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,6,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,7,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,8,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,20,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,21,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,22,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,23,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,24,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,25,U.S. House,1,Write-ins,,2,,,,,,
Clatsop,26,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,28,U.S. House,1,Write-ins,,2,,,,,,
Clatsop,29,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,30,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,31,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,35,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,36,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,37,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,38,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,39,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,40,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,43,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,44,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,45,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,46,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,47,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,48,U.S. House,1,Write-ins,,1,,,,,,
Clatsop,50,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,52,U.S. House,1,Write-ins,,0,,,,,,
Clatsop,1,Attorney General,,Chris Henry,PRO,7,,,,,,
Clatsop,2,Attorney General,,Chris Henry,PRO,12,,,,,,
Clatsop,3,Attorney General,,Chris Henry,PRO,15,,,,,,
Clatsop,4,Attorney General,,Chris Henry,PRO,7,,,,,,
Clatsop,5,Attorney General,,Chris Henry,PRO,12,,,,,,
Clatsop,6,Attorney General,,Chris Henry,PRO,15,,,,,,
Clatsop,7,Attorney General,,Chris Henry,PRO,12,,,,,,
Clatsop,8,Attorney General,,Chris Henry,PRO,3,,,,,,
Clatsop,20,Attorney General,,Chris Henry,PRO,15,,,,,,
Clatsop,21,Attorney General,,Chris Henry,PRO,7,,,,,,
Clatsop,22,Attorney General,,Chris Henry,PRO,12,,,,,,
Clatsop,23,Attorney General,,Chris Henry,PRO,11,,,,,,
Clatsop,24,Attorney General,,Chris Henry,PRO,2,,,,,,
Clatsop,25,Attorney General,,Chris Henry,PRO,11,,,,,,
Clatsop,26,Attorney General,,Chris Henry,PRO,2,,,,,,
Clatsop,28,Attorney General,,Chris Henry,PRO,5,,,,,,
Clatsop,29,Attorney General,,Chris Henry,PRO,2,,,,,,
Clatsop,30,Attorney General,,Chris Henry,PRO,12,,,,,,
Clatsop,31,Attorney General,,Chris Henry,PRO,11,,,,,,
Clatsop,35,Attorney General,,Chris Henry,PRO,3,,,,,,
Clatsop,36,Attorney General,,Chris Henry,PRO,3,,,,,,
Clatsop,37,Attorney General,,Chris Henry,PRO,10,,,,,,
Clatsop,38,Attorney General,,Chris Henry,PRO,14,,,,,,
Clatsop,39,Attorney General,,Chris Henry,PRO,7,,,,,,
Clatsop,40,Attorney General,,Chris Henry,PRO,11,,,,,,
Clatsop,43,Attorney General,,Chris Henry,PRO,0,,,,,,
Clatsop,44,Attorney General,,Chris Henry,PRO,8,,,,,,
Clatsop,45,Attorney General,,Chris Henry,PRO,2,,,,,,
Clatsop,46,Attorney General,,Chris Henry,PRO,8,,,,,,
Clatsop,47,Attorney General,,Chris Henry,PRO,25,,,,,,
Clatsop,48,Attorney General,,Chris Henry,PRO,9,,,,,,
Clatsop,50,Attorney General,,Chris Henry,PRO,1,,,,,,
Clatsop,52,Attorney General,,Chris Henry,PRO,3,,,,,,
Clatsop,1,Attorney General,,James Buchal,REP,143,,,,,,
Clatsop,2,Attorney General,,James Buchal,REP,144,,,,,,
Clatsop,3,Attorney General,,James Buchal,REP,190,,,,,,
Clatsop,4,Attorney General,,James Buchal,REP,133,,,,,,
Clatsop,5,Attorney General,,James Buchal,REP,182,,,,,,
Clatsop,6,Attorney General,,James Buchal,REP,96,,,,,,
Clatsop,7,Attorney General,,James Buchal,REP,151,,,,,,
Clatsop,8,Attorney General,,James Buchal,REP,110,,,,,,
Clatsop,20,Attorney General,,James Buchal,REP,270,,,,,,
Clatsop,21,Attorney General,,James Buchal,REP,223,,,,,,
Clatsop,22,Attorney General,,James Buchal,REP,231,,,,,,
Clatsop,23,Attorney General,,James Buchal,REP,419,,,,,,
Clatsop,24,Attorney General,,James Buchal,REP,58,,,,,,
Clatsop,25,Attorney General,,James Buchal,REP,254,,,,,,
Clatsop,26,Attorney General,,James Buchal,REP,49,,,,,,
Clatsop,28,Attorney General,,James Buchal,REP,114,,,,,,
Clatsop,29,Attorney General,,James Buchal,REP,119,,,,,,
Clatsop,30,Attorney General,,James Buchal,REP,267,,,,,,
Clatsop,31,Attorney General,,James Buchal,REP,251,,,,,,
Clatsop,35,Attorney General,,James Buchal,REP,95,,,,,,
Clatsop,36,Attorney General,,James Buchal,REP,140,,,,,,
Clatsop,37,Attorney General,,James Buchal,REP,226,,,,,,
Clatsop,38,Attorney General,,James Buchal,REP,179,,,,,,
Clatsop,39,Attorney General,,James Buchal,REP,182,,,,,,
Clatsop,40,Attorney General,,James Buchal,REP,235,,,,,,
Clatsop,43,Attorney General,,James Buchal,REP,56,,,,,,
Clatsop,44,Attorney General,,James Buchal,REP,171,,,,,,
Clatsop,45,Attorney General,,James Buchal,REP,56,,,,,,
Clatsop,46,Attorney General,,James Buchal,REP,123,,,,,,
Clatsop,47,Attorney General,,James Buchal,REP,682,,,,,,
Clatsop,48,Attorney General,,James Buchal,REP,222,,,,,,
Clatsop,50,Attorney General,,James Buchal,REP,103,,,,,,
Clatsop,52,Attorney General,,James Buchal,REP,108,,,,,,
Clatsop,1,Attorney General,,James Leuenberger,CON,17,,,,,,
Clatsop,2,Attorney General,,James Leuenberger,CON,22,,,,,,
Clatsop,3,Attorney General,,James Leuenberger,CON,13,,,,,,
Clatsop,4,Attorney General,,James Leuenberger,CON,6,,,,,,
Clatsop,5,Attorney General,,James Leuenberger,CON,32,,,,,,
Clatsop,6,Attorney General,,James Leuenberger,CON,10,,,,,,
Clatsop,7,Attorney General,,James Leuenberger,CON,20,,,,,,
Clatsop,8,Attorney General,,James Leuenberger,CON,7,,,,,,
Clatsop,20,Attorney General,,James Leuenberger,CON,14,,,,,,
Clatsop,21,Attorney General,,James Leuenberger,CON,21,,,,,,
Clatsop,22,Attorney General,,James Leuenberger,CON,14,,,,,,
Clatsop,23,Attorney General,,James Leuenberger,CON,20,,,,,,
Clatsop,24,Attorney General,,James Leuenberger,CON,1,,,,,,
Clatsop,25,Attorney General,,James Leuenberger,CON,15,,,,,,
Clatsop,26,Attorney General,,James Leuenberger,CON,5,,,,,,
Clatsop,28,Attorney General,,James Leuenberger,CON,13,,,,,,
Clatsop,29,Attorney General,,James Leuenberger,CON,11,,,,,,
Clatsop,30,Attorney General,,James Leuenberger,CON,22,,,,,,
Clatsop,31,Attorney General,,James Leuenberger,CON,17,,,,,,
Clatsop,35,Attorney General,,James Leuenberger,CON,6,,,,,,
Clatsop,36,Attorney General,,James Leuenberger,CON,10,,,,,,
Clatsop,37,Attorney General,,James Leuenberger,CON,17,,,,,,
Clatsop,38,Attorney General,,James Leuenberger,CON,22,,,,,,
